passingAttempts,passingBigPlays,passingFirstDowns,passingFumbles,passingFumblesLost,passingTouchdownPct,passingTouchdowns,passingYards,passingYardsAfterCatch,passingYardsAtCatch,passingYardsPerGame,totalOffensivePlays,totalPoints,totalPointsPerGame,totalTouchdowns,totalYards,totalYardsFromScrimmage,rushingAttempts,rushingBigPlays,rushingFirstDowns,rushingFumbles,rushingFumblesLost,rushingTouchdowns,rushingYards,rushingYardsPerGame,totalTackles,totalKickingPoints,totalTwoPointConvs,totalPenalties,totalPenaltyYards,totalDrives,team_number,team,year,totalGiveaways,totalTakeaways
417.0,46.0,148.0,3.0,3.0,5.036,21.0,3210.0,1388.0,1822.0,200.625,961.0,406.0,25.375,44.0,5411.0,0.0,505.0,20.0,115.0,7.0,5.0,18.0,2201.0,137.563,1004.0,140.0,0.0,103.0,845.0,0.0,25,SF,2013,,
487.0,49.0,165.0,4.0,3.0,4.107,20.0,3407.0,1348.0,2059.0,212.938,1009.0,306.0,19.125,33.0,5583.0,0.0,470.0,14.0,104.0,10.0,7.0,10.0,2176.0,136.0,949.0,108.0,0.0,116.0,937.0,0.0,25,SF,2014,22.0,29.0
526.0,46.0,154.0,3.0,1.0,3.042,16.0,3646.0,1756.0,1890.0,227.875,969.0,238.0,14.875,24.0,5190.0,0.0,390.0,6.0,83.0,8.0,1.0,7.0,1544.0,96.5,1131.0,92.0,1.0,113.0,823.0,0.0,25,SF,2015,17.0,12.0
491.0,35.0,152.0,7.0,1.0,4.277,21.0,3166.0,1399.0,1767.0,197.875,996.0,307.0,19.188,36.0,5185.0,0.0,458.0,11.0,116.0,8.0,6.0,15.0,2019.0,126.188,1143.0,87.0,2.0,99.0,831.0,0.0,25,SF,2016,25.0,20.0
607.0,49.0,206.0,4.0,3.0,2.471,15.0,4235.0,1784.0,2451.0,264.688,1058.0,331.0,20.688,31.0,5899.0,0.0,408.0,8.0,88.0,7.0,2.0,15.0,1664.0,104.0,1060.0,145.0,0.0,123.0,988.0,0.0,25,SF,2017,23.0,20.0
532.0,61.0,201.0,6.0,3.0,4.887,26.0,4247.0,2208.0,2039.0,265.438,1003.0,340.0,21.25,35.0,6149.0,0.0,423.0,15.0,98.0,13.0,6.0,7.0,1902.0,118.875,1031.0,126.0,2.0,112.0,982.0,0.0,25,SF,2018,32.0,7.0
478.0,62.0,195.0,5.0,4.0,5.858,28.0,4029.0,2231.0,1798.0,251.813,1012.0,479.0,29.938,56.0,6334.0,0.0,498.0,16.0,110.0,8.0,3.0,23.0,2305.0,144.063,1000.0,139.0,2.0,105.0,939.0,0.0,25,SF,2019,23.0,27.0
570.0,55.0,217.0,9.0,7.0,4.386,25.0,4320.0,2301.0,2019.0,270.0,1046.0,376.0,23.5,45.0,6209.0,0.0,437.0,8.0,101.0,6.0,3.0,19.0,1889.0,118.063,1023.0,104.0,1.0,85.0,731.0,0.0,25,SF,2020,31.0,20.0
507.0,26.0,168.0,8.0,4.0,4.142,21.0,3198.0,0.0,3198.0,199.875,956.0,320.0,21.333,37.0,4918.0,0.0,403.0,8.0,98.0,18.0,7.0,10.0,1720.0,107.5,765.0,96.0,0.0,89.0,728.0,0.0,26,SEA,2000,,
462.0,45.0,140.0,7.0,2.0,3.247,15.0,3164.0,0.0,3164.0,197.75,980.0,299.0,18.688,34.0,5100.0,0.0,469.0,9.0,107.0,9.0,4.0,15.0,1936.0,121.0,1100.0,93.0,1.0,66.0,579.0,0.0,26,SEA,2001,,
587.0,45.0,208.0,5.0,5.0,3.237,19.0,4257.0,0.0,4257.0,266.063,1050.0,355.0,22.188,41.0,5997.0,0.0,430.0,13.0,104.0,6.0,3.0,17.0,1740.0,108.75,1171.0,107.0,1.0,100.0,792.0,0.0,26,SEA,2002,,
521.0,54.0,190.0,3.0,1.0,5.182,27.0,3872.0,0.0,3872.0,242.0,1017.0,404.0,25.25,48.0,5881.0,0.0,453.0,12.0,121.0,9.0,5.0,17.0,2009.0,125.563,1135.0,114.0,0.0,91.0,777.0,0.0,26,SEA,2003,,
532.0,47.0,189.0,3.0,1.0,4.323,23.0,3715.0,0.0,3715.0,232.188,1034.0,371.0,23.188,43.0,5810.0,0.0,468.0,15.0,110.0,11.0,4.0,17.0,2095.0,130.938,1194.0,109.0,2.0,79.0,669.0,0.0,26,SEA,2004,,
474.0,44.0,192.0,4.0,2.0,5.274,25.0,3632.0,0.0,3632.0,227.0,1020.0,452.0,28.25,57.0,6089.0,0.0,519.0,17.0,142.0,7.0,1.0,29.0,2457.0,153.563,1135.0,110.0,0.0,94.0,846.0,0.0,26,SEA,2005,,
512.0,41.0,167.0,5.0,5.0,5.078,26.0,3369.0,1075.0,2294.0,210.563,1045.0,335.0,20.938,37.0,5292.0,0.0,484.0,8.0,112.0,9.0,4.0,8.0,1923.0,120.188,1101.0,111.0,1.0,94.0,700.0,0.0,26,SEA,2006,,
590.0,51.0,211.0,6.0,3.0,5.085,30.0,4181.0,1812.0,2369.0,261.313,1056.0,393.0,26.2,44.0,5800.0,0.0,430.0,10.0,93.0,7.0,4.0,9.0,1619.0,101.188,1050.0,127.0,0.0,59.0,428.0,0.0,26,SEA,2007,,
474.0,29.0,142.0,4.0,2.0,3.797,18.0,2831.0,1213.0,1618.0,176.938,927.0,294.0,18.375,32.0,4599.0,0.0,417.0,13.0,104.0,7.0,5.0,10.0,1768.0,110.5,1108.0,102.0,0.0,79.0,601.0,0.0,26,SEA,2008,,
609.0,39.0,184.0,9.0,4.0,3.284,20.0,3771.0,1588.0,2183.0,235.688,1045.0,280.0,17.5,30.0,5337.0,0.0,395.0,11.0,80.0,11.0,3.0,7.0,1566.0,97.875,1079.0,100.0,0.0,95.0,840.0,0.0,26,SEA,2009,,
544.0,39.0,159.0,7.0,4.0,2.574,14.0,3536.0,1554.0,1982.0,221.0,964.0,310.0,19.375,33.0,4960.0,0.0,385.0,12.0,81.0,3.0,1.0,13.0,1424.0,89.0,1114.0,106.0,2.0,101.0,890.0,0.0,26,SEA,2010,,
509.0,51.0,153.0,7.0,5.0,2.947,15.0,3444.0,1534.0,1910.0,215.25,1003.0,321.0,20.063,35.0,5200.0,0.0,444.0,8.0,89.0,8.0,4.0,15.0,1756.0,109.75,1098.0,109.0,0.0,138.0,1047.0,0.0,26,SEA,2011,,
405.0,45.0,153.0,3.0,2.0,6.667,27.0,3234.0,1353.0,1881.0,202.125,974.0,412.0,25.75,49.0,5813.0,0.0,536.0,14.0,129.0,7.0,3.0,16.0,2579.0,161.188,987.0,118.0,0.0,110.0,890.0,0.0,26,SEA,2012,,
420.0,52.0,160.0,8.0,5.0,6.429,27.0,3508.0,1626.0,1882.0,219.25,973.0,415.0,25.938,45.0,5696.0,0.0,509.0,11.0,116.0,6.0,2.0,14.0,2188.0,136.75,1042.0,143.0,0.0,128.0,1183.0,0.0,26,SEA,2013,,
454.0,54.0,160.0,6.0,0.0,4.405,20.0,3492.0,1811.0,1681.0,218.25,1021.0,394.0,24.625,43.0,6254.0,0.0,525.0,17.0,144.0,9.0,2.0,20.0,2762.0,172.625,936.0,134.0,0.0,130.0,1009.0,0.0,26,SEA,2014,14.0,23.0
489.0,60.0,190.0,3.0,2.0,6.953,34.0,4061.0,1788.0,2273.0,253.813,1036.0,423.0,26.438,49.0,6329.0,0.0,501.0,12.0,128.0,7.0,4.0,10.0,2268.0,141.75,975.0,127.0,1.0,117.0,1007.0,0.0,26,SEA,2015,16.0,22.0
567.0,54.0,203.0,7.0,0.0,4.056,23.0,4422.0,1814.0,2608.0,276.375,1012.0,352.0,22.0,37.0,6013.0,0.0,403.0,7.0,85.0,6.0,3.0,13.0,1591.0,99.438,1103.0,128.0,1.0,117.0,970.0,0.0,26,SEA,2016,18.0,19.0
555.0,58.0,183.0,8.0,3.0,6.126,34.0,3979.0,1542.0,2437.0,248.688,1007.0,366.0,22.875,43.0,5608.0,0.0,409.0,12.0,85.0,7.0,1.0,4.0,1629.0,101.813,1063.0,100.0,2.0,148.0,1342.0,0.0,26,SEA,2017,17.0,25.0
427.0,47.0,156.0,7.0,2.0,8.197,35.0,3448.0,1389.0,2059.0,215.5,1012.0,428.0,26.75,52.0,6008.0,0.0,534.0,17.0,133.0,6.0,2.0,15.0,2560.0,160.0,969.0,114.0,1.0,111.0,959.0,0.0,26,SEA,2018,11.0,26.0
517.0,55.0,190.0,5.0,0.0,5.996,31.0,4110.0,1778.0,2332.0,256.875,1046.0,405.0,25.313,49.0,6310.0,0.0,481.0,14.0,121.0,11.0,7.0,15.0,2200.0,137.5,1055.0,109.0,1.0,109.0,882.0,0.0,26,SEA,2019,20.0,32.0
563.0,45.0,216.0,2.0,2.0,7.105,40.0,4245.0,1895.0,2350.0,265.313,1022.0,457.0,28.563,55.0,6216.0,0.0,411.0,11.0,111.0,6.0,2.0,15.0,1971.0,123.188,1110.0,121.0,1.0,84.0,662.0,0.0,26,SEA,2020,18.0,22.0
433.0,38.0,144.0,3.0,2.0,4.157,18.0,2824.0,0.0,2824.0,176.5,961.0,386.0,24.125,43.0,4890.0,0.0,490.0,12.0,111.0,6.0,3.0,18.0,2066.0,129.125,700.0,126.0,1.0,82.0,702.0,0.0,27,TB,2000,,
592.0,36.0,189.0,3.0,2.0,2.196,13.0,3621.0,0.0,3621.0,226.313,1046.0,324.0,20.25,34.0,4992.0,0.0,407.0,6.0,84.0,3.0,2.0,17.0,1371.0,85.688,1011.0,114.0,3.0,77.0,672.0,0.0,27,TB,2001,,
567.0,37.0,172.0,10.0,4.0,4.056,24.0,3665.0,0.0,3665.0,229.063,1022.0,342.0,21.375,35.0,5222.0,0.0,414.0,9.0,90.0,6.0,4.0,6.0,1557.0,97.313,1011.0,128.0,2.0,103.0,789.0,0.0,27,TB,2002,,
592.0,38.0,190.0,5.0,1.0,4.561,27.0,3941.0,0.0,3941.0,246.313,1036.0,299.0,18.688,36.0,5589.0,0.0,421.0,3.0,86.0,6.0,2.0,5.0,1648.0,103.0,1058.0,81.0,1.0,117.0,1104.0,0.0,27,TB,2003,,
512.0,50.0,175.0,7.0,5.0,4.688,24.0,3773.0,0.0,3773.0,235.813,949.0,301.0,18.813,37.0,5262.0,0.0,393.0,5.0,74.0,10.0,7.0,9.0,1489.0,93.063,1040.0,77.0,1.0,117.0,916.0,0.0,27,TB,2004,,
487.0,34.0,161.0,7.0,5.0,3.491,17.0,3171.0,0.0,3171.0,198.188,985.0,300.0,20.0,33.0,4997.0,0.0,457.0,12.0,83.0,5.0,3.0,13.0,1826.0,114.125,1055.0,98.0,1.0,131.0,1085.0,0.0,27,TB,2005,,
535.0,30.0,133.0,7.0,4.0,2.617,14.0,2994.0,1394.0,1600.0,187.125,972.0,211.0,14.067,23.0,4517.0,0.0,404.0,6.0,82.0,10.0,6.0,6.0,1523.0,95.188,1160.0,73.0,0.0,87.0,732.0,0.0,27,TB,2006,,
490.0,41.0,162.0,2.0,1.0,3.673,18.0,3579.0,1736.0,1843.0,223.688,975.0,334.0,20.875,36.0,5451.0,0.0,449.0,14.0,98.0,6.0,4.0,15.0,1872.0,117.0,1068.0,118.0,0.0,81.0,614.0,0.0,27,TB,2007,,
562.0,42.0,184.0,6.0,3.0,3.203,18.0,3788.0,1679.0,2109.0,236.75,1045.0,361.0,22.563,38.0,5625.0,0.0,451.0,8.0,100.0,6.0,3.0,13.0,1837.0,114.813,1027.0,131.0,1.0,95.0,834.0,0.0,27,TB,2008,,
525.0,40.0,148.0,10.0,1.0,3.429,18.0,3136.0,849.0,2287.0,196.0,961.0,244.0,15.25,28.0,4761.0,0.0,403.0,12.0,80.0,12.0,3.0,5.0,1625.0,101.563,1106.0,72.0,2.0,93.0,696.0,0.0,27,TB,2009,,
494.0,49.0,172.0,4.0,1.0,5.263,26.0,3564.0,1628.0,1936.0,222.75,955.0,341.0,21.313,39.0,5565.0,0.0,431.0,16.0,97.0,7.0,6.0,9.0,2001.0,125.063,1041.0,105.0,1.0,100.0,837.0,0.0,27,TB,2010,,
588.0,37.0,180.0,5.0,3.0,2.891,17.0,3838.0,1756.0,2082.0,239.875,966.0,287.0,17.938,30.0,5296.0,0.0,346.0,7.0,74.0,8.0,5.0,9.0,1458.0,91.125,989.0,101.0,2.0,123.0,1007.0,0.0,27,TB,2011,,
566.0,57.0,188.0,8.0,1.0,4.77,27.0,4144.0,1766.0,2378.0,259.0,1008.0,389.0,24.313,44.0,5981.0,0.0,416.0,12.0,89.0,3.0,2.0,13.0,1837.0,114.813,1001.0,123.0,1.0,101.0,819.0,0.0,27,TB,2012,,
514.0,39.0,157.0,4.0,4.0,4.28,22.0,3181.0,1132.0,2049.0,198.813,981.0,288.0,18.0,31.0,4793.0,0.0,420.0,9.0,75.0,6.0,2.0,6.0,1612.0,100.75,1040.0,100.0,0.0,121.0,1136.0,0.0,27,TB,2013,,
531.0,51.0,162.0,10.0,3.0,3.955,21.0,3623.0,1201.0,2422.0,226.438,936.0,277.0,17.313,31.0,4998.0,0.0,353.0,8.0,72.0,5.0,3.0,7.0,1375.0,85.938,1165.0,91.0,0.0,118.0,939.0,0.0,27,TB,2014,33.0,25.0
535.0,57.0,201.0,3.0,1.0,4.112,22.0,4042.0,1393.0,2649.0,252.625,1017.0,342.0,21.375,37.0,6204.0,0.0,455.0,20.0,99.0,9.0,6.0,12.0,2162.0,135.125,1155.0,118.0,1.0,143.0,1195.0,0.0,27,TB,2015,28.0,23.0
578.0,43.0,220.0,6.0,5.0,5.017,29.0,4165.0,1398.0,2767.0,260.313,1066.0,352.0,22.0,41.0,5781.0,0.0,453.0,5.0,80.0,8.0,4.0,8.0,1616.0,101.0,983.0,98.0,4.0,109.0,926.0,0.0,27,TB,2016,27.0,29.0
605.0,47.0,243.0,10.0,6.0,4.298,26.0,4607.0,1558.0,3049.0,287.938,1034.0,335.0,20.938,38.0,6057.0,0.0,389.0,5.0,76.0,7.0,3.0,8.0,1450.0,90.625,1056.0,103.0,2.0,104.0,795.0,0.0,27,TB,2017,27.0,26.0
625.0,71.0,265.0,7.0,3.0,5.76,36.0,5358.0,1767.0,3591.0,334.875,1055.0,396.0,24.75,49.0,6881.0,0.0,389.0,5.0,80.0,5.0,2.0,11.0,1523.0,95.188,1026.0,100.0,1.0,117.0,975.0,0.0,27,TB,2018,35.0,17.0
630.0,75.0,244.0,9.0,4.0,5.238,33.0,5127.0,1975.0,3152.0,320.438,1086.0,458.0,28.625,54.0,6648.0,0.0,409.0,10.0,81.0,6.0,3.0,15.0,1521.0,95.063,989.0,124.0,5.0,133.0,1111.0,0.0,27,TB,2019,41.0,28.0
626.0,67.0,238.0,2.0,0.0,6.709,42.0,4776.0,1943.0,2833.0,298.5,1017.0,492.0,30.75,59.0,6295.0,0.0,369.0,9.0,82.0,3.0,1.0,16.0,1519.0,94.938,1014.0,136.0,0.0,84.0,715.0,0.0,27,TB,2020,17.0,25.0
561.0,43.0,185.0,6.0,3.0,3.209,18.0,3892.0,0.0,3892.0,243.25,1038.0,281.0,17.563,32.0,5640.0,0.0,445.0,8.0,98.0,6.0,4.0,14.0,1748.0,109.25,676.0,87.0,0.0,115.0,1009.0,0.0,28,WSH,2000,,
432.0,31.0,122.0,2.0,2.0,3.009,13.0,2716.0,0.0,2716.0,169.75,960.0,254.0,16.933,25.0,4664.0,0.0,490.0,9.0,104.0,19.0,6.0,10.0,1948.0,121.75,983.0,100.0,2.0,104.0,828.0,0.0,28,WSH,2001,,
559.0,36.0,165.0,8.0,4.0,4.293,24.0,3523.0,0.0,3523.0,220.188,1039.0,305.0,19.063,37.0,5412.0,0.0,442.0,12.0,107.0,9.0,8.0,10.0,1889.0,118.063,1027.0,81.0,1.0,116.0,968.0,0.0,28,WSH,2002,,
527.0,45.0,156.0,6.0,5.0,3.985,21.0,3273.0,0.0,3273.0,204.563,991.0,287.0,19.133,30.0,4926.0,0.0,421.0,9.0,95.0,7.0,3.0,8.0,1653.0,103.313,1014.0,101.0,2.0,124.0,1038.0,0.0,28,WSH,2003,,
514.0,27.0,156.0,9.0,3.0,3.502,18.0,2874.0,0.0,2874.0,179.625,1023.0,240.0,15.0,26.0,4639.0,0.0,471.0,8.0,91.0,8.0,5.0,6.0,1765.0,110.313,1008.0,82.0,1.0,115.0,1047.0,0.0,28,WSH,2004,,
481.0,40.0,166.0,9.0,5.0,5.198,25.0,3346.0,0.0,3346.0,209.125,1037.0,359.0,23.933,44.0,5529.0,0.0,525.0,10.0,114.0,10.0,7.0,15.0,2183.0,136.438,949.0,93.0,1.0,108.0,925.0,0.0,28,WSH,2005,,
470.0,39.0,150.0,1.0,0.0,4.043,19.0,3174.0,1592.0,1582.0,198.375,979.0,307.0,19.188,34.0,5390.0,0.0,490.0,13.0,123.0,12.0,4.0,13.0,2216.0,138.5,1112.0,97.0,2.0,106.0,951.0,0.0,28,WSH,2006,,
525.0,43.0,192.0,11.0,9.0,3.429,18.0,3622.0,1550.0,2072.0,226.375,1052.0,334.0,20.875,35.0,5493.0,0.0,498.0,6.0,103.0,15.0,8.0,15.0,1871.0,116.938,1099.0,116.0,2.0,90.0,751.0,0.0,28,WSH,2007,,
510.0,34.0,165.0,7.0,1.0,2.745,14.0,3291.0,1672.0,1619.0,205.688,1026.0,265.0,16.563,27.0,5386.0,0.0,478.0,17.0,109.0,5.0,5.0,12.0,2095.0,130.938,1029.0,103.0,0.0,83.0,644.0,0.0,28,WSH,2008,,
533.0,43.0,191.0,10.0,3.0,3.94,21.0,3797.0,1666.0,2131.0,237.313,970.0,266.0,16.625,29.0,5305.0,0.0,391.0,6.0,72.0,6.0,1.0,8.0,1508.0,94.25,1096.0,92.0,0.0,85.0,679.0,0.0,28,WSH,2009,,
605.0,51.0,194.0,11.0,4.0,3.471,21.0,4261.0,2080.0,2181.0,266.313,1002.0,302.0,18.875,33.0,5722.0,0.0,351.0,12.0,72.0,6.0,2.0,9.0,1461.0,91.313,1221.0,100.0,2.0,90.0,647.0,0.0,28,WSH,2010,,
591.0,57.0,204.0,9.0,6.0,3.215,19.0,4058.0,1773.0,2285.0,253.625,1032.0,288.0,18.0,28.0,5672.0,0.0,400.0,10.0,79.0,4.0,1.0,8.0,1614.0,100.875,1110.0,118.0,1.0,91.0,897.0,0.0,28,WSH,2011,,
442.0,53.0,171.0,4.0,0.0,5.43,24.0,3666.0,1715.0,1951.0,229.125,994.0,436.0,27.25,52.0,6375.0,0.0,519.0,16.0,144.0,13.0,5.0,22.0,2709.0,169.313,1097.0,122.0,1.0,116.0,985.0,0.0,28,WSH,2012,,
611.0,39.0,198.0,9.0,5.0,3.273,20.0,4057.0,1860.0,2197.0,253.563,1107.0,334.0,20.875,39.0,6221.0,0.0,453.0,16.0,112.0,11.0,5.0,14.0,2164.0,135.25,1106.0,96.0,2.0,99.0,802.0,0.0,28,WSH,2013,,
547.0,57.0,186.0,11.0,5.0,3.291,18.0,4461.0,2280.0,2181.0,278.813,1006.0,301.0,18.813,33.0,6152.0,0.0,401.0,11.0,88.0,9.0,2.0,15.0,1691.0,105.688,1061.0,103.0,0.0,120.0,1130.0,0.0,28,WSH,2014,31.0,19.0
555.0,52.0,208.0,5.0,3.0,5.405,30.0,4294.0,1828.0,2466.0,268.375,1011.0,388.0,24.25,44.0,5860.0,0.0,429.0,10.0,81.0,11.0,4.0,9.0,1566.0,97.875,1068.0,118.0,2.0,105.0,827.0,0.0,28,WSH,2015,22.0,26.0
607.0,70.0,226.0,6.0,2.0,4.119,25.0,4948.0,1894.0,3054.0,309.25,1009.0,396.0,24.75,43.0,6644.0,0.0,379.0,10.0,89.0,7.0,4.0,17.0,1696.0,106.0,1088.0,138.0,0.0,110.0,909.0,0.0,28,WSH,2016,21.0,21.0
540.0,59.0,191.0,6.0,4.0,5.0,27.0,4093.0,2068.0,2025.0,255.813,982.0,342.0,21.375,39.0,5541.0,0.0,401.0,3.0,66.0,10.0,3.0,10.0,1448.0,90.5,1091.0,108.0,0.0,92.0,732.0,0.0,28,WSH,2017,27.0,23.0
509.0,40.0,156.0,7.0,1.0,3.143,16.0,3287.0,1506.0,1781.0,205.438,967.0,281.0,17.563,29.0,5061.0,0.0,414.0,7.0,96.0,6.0,1.0,12.0,1774.0,110.875,1048.0,103.0,2.0,115.0,1008.0,0.0,28,WSH,2018,19.0,26.0
479.0,38.0,154.0,9.0,4.0,3.758,18.0,3205.0,1482.0,1723.0,200.313,885.0,266.0,16.625,28.0,4788.0,0.0,356.0,11.0,74.0,7.0,2.0,9.0,1583.0,98.938,1143.0,96.0,1.0,106.0,835.0,0.0,28,WSH,2019,21.0,22.0
601.0,40.0,184.0,7.0,4.0,2.662,16.0,3796.0,2214.0,1582.0,237.25,1051.0,335.0,20.938,37.0,5407.0,0.0,400.0,7.0,108.0,3.0,0.0,18.0,1611.0,100.688,1029.0,111.0,0.0,87.0,697.0,0.0,28,WSH,2020,27.0,23.0
566.0,47.0,201.0,10.0,7.0,3.357,19.0,3850.0,0.0,3850.0,240.625,998.0,310.0,19.375,31.0,5036.0,0.0,363.0,6.0,63.0,3.0,2.0,7.0,1186.0,74.125,746.0,122.0,1.0,84.0,683.0,0.0,29,CAR,2000,,
579.0,32.0,144.0,7.0,2.0,2.073,12.0,3098.0,0.0,3098.0,193.625,965.0,253.0,15.813,27.0,4470.0,0.0,354.0,4.0,68.0,11.0,5.0,9.0,1372.0,85.75,1096.0,91.0,0.0,87.0,747.0,0.0,29,CAR,2001,,
464.0,51.0,133.0,10.0,6.0,3.233,15.0,2981.0,0.0,2981.0,186.313,960.0,256.0,18.286,30.0,4567.0,0.0,452.0,7.0,82.0,9.0,6.0,11.0,1586.0,99.125,1057.0,74.0,1.0,94.0,785.0,0.0,29,CAR,2002,,
460.0,46.0,146.0,8.0,4.0,4.13,19.0,3238.0,0.0,3238.0,202.375,1008.0,323.0,20.188,33.0,5329.0,0.0,522.0,12.0,114.0,11.0,6.0,9.0,2091.0,130.688,1022.0,125.0,0.0,116.0,966.0,0.0,29,CAR,2003,,
536.0,60.0,192.0,9.0,4.0,5.41,29.0,3889.0,0.0,3889.0,243.063,991.0,355.0,22.188,42.0,5471.0,0.0,422.0,4.0,85.0,5.0,3.0,10.0,1582.0,98.875,1055.0,99.0,2.0,123.0,1020.0,0.0,29,CAR,2004,,
449.0,44.0,157.0,10.0,6.0,5.568,25.0,3485.0,0.0,3485.0,217.813,964.0,391.0,24.438,45.0,5164.0,0.0,487.0,6.0,82.0,6.0,0.0,17.0,1679.0,104.938,1005.0,121.0,0.0,91.0,732.0,0.0,29,CAR,2005,,
539.0,37.0,158.0,7.0,4.0,3.525,19.0,3486.0,1576.0,1910.0,217.875,994.0,270.0,16.875,28.0,5145.0,0.0,423.0,11.0,100.0,7.0,3.0,7.0,1659.0,103.688,1066.0,100.0,0.0,103.0,744.0,0.0,29,CAR,2006,,
505.0,28.0,142.0,5.0,1.0,3.762,19.0,2941.0,1337.0,1604.0,183.813,989.0,267.0,16.688,28.0,4765.0,0.0,451.0,7.0,85.0,7.0,4.0,7.0,1824.0,114.0,1084.0,99.0,0.0,95.0,801.0,0.0,29,CAR,2007,,
414.0,45.0,152.0,3.0,2.0,3.623,15.0,3288.0,1234.0,2054.0,205.5,938.0,414.0,25.875,47.0,5725.0,0.0,504.0,24.0,118.0,4.0,2.0,30.0,2437.0,152.313,1018.0,130.0,1.0,94.0,637.0,0.0,29,CAR,2008,,
465.0,39.0,152.0,5.0,3.0,3.441,16.0,3070.0,954.0,2116.0,191.875,1023.0,313.0,19.563,35.0,5568.0,0.0,525.0,19.0,123.0,11.0,6.0,18.0,2498.0,156.125,1047.0,97.0,2.0,88.0,698.0,0.0,29,CAR,2009,,
484.0,30.0,125.0,5.0,2.0,1.86,9.0,2635.0,1325.0,1310.0,164.688,962.0,196.0,12.25,17.0,4481.0,0.0,428.0,14.0,78.0,16.0,9.0,7.0,1846.0,115.375,1127.0,92.0,0.0,106.0,918.0,0.0,29,CAR,2010,,
519.0,66.0,175.0,3.0,2.0,4.046,21.0,4089.0,1975.0,2114.0,255.563,999.0,406.0,25.375,48.0,6497.0,0.0,445.0,24.0,139.0,3.0,0.0,26.0,2408.0,150.5,1002.0,110.0,2.0,113.0,1013.0,0.0,29,CAR,2011,,
490.0,58.0,171.0,5.0,1.0,3.878,19.0,3927.0,1772.0,2155.0,245.438,988.0,357.0,22.313,44.0,6015.0,0.0,462.0,17.0,123.0,8.0,4.0,21.0,2088.0,130.5,1084.0,91.0,0.0,98.0,835.0,0.0,29,CAR,2012,,
473.0,33.0,169.0,1.0,1.0,5.074,24.0,3379.0,1696.0,1683.0,211.188,999.0,366.0,22.875,42.0,5405.0,0.0,483.0,10.0,122.0,3.0,1.0,14.0,2026.0,126.625,1005.0,114.0,0.0,80.0,671.0,0.0,29,CAR,2013,,
545.0,43.0,199.0,6.0,4.0,4.22,23.0,3828.0,1477.0,2351.0,239.25,1060.0,339.0,21.188,36.0,5864.0,0.0,473.0,7.0,117.0,9.0,4.0,10.0,2036.0,127.25,999.0,121.0,1.0,83.0,756.0,0.0,29,CAR,2014,23.0,26.0
501.0,53.0,197.0,1.0,1.0,6.986,35.0,3873.0,1400.0,2473.0,242.063,1060.0,500.0,31.25,59.0,6155.0,0.0,526.0,11.0,136.0,8.0,5.0,19.0,2282.0,142.625,1049.0,146.0,0.0,103.0,887.0,0.0,29,CAR,2015,19.0,39.0
563.0,49.0,194.0,2.0,2.0,3.73,21.0,3962.0,1442.0,2520.0,247.625,1052.0,369.0,23.063,40.0,5776.0,0.0,453.0,10.0,99.0,6.0,4.0,16.0,1814.0,113.375,1067.0,121.0,3.0,98.0,850.0,0.0,29,CAR,2016,29.0,27.0
501.0,46.0,167.0,4.0,0.0,4.391,22.0,3319.0,1596.0,1723.0,207.438,1026.0,363.0,22.688,40.0,5421.0,0.0,490.0,10.0,121.0,10.0,5.0,15.0,2102.0,131.375,959.0,121.0,1.0,83.0,682.0,0.0,29,CAR,2017,22.0,21.0
563.0,52.0,212.0,3.0,0.0,4.973,28.0,4071.0,1972.0,2099.0,254.438,1011.0,376.0,23.5,46.0,6207.0,0.0,416.0,15.0,117.0,7.0,2.0,17.0,2136.0,133.5,964.0,94.0,2.0,92.0,818.0,0.0,29,CAR,2018,22.0,23.0
633.0,40.0,230.0,10.0,6.0,2.686,17.0,4134.0,2095.0,2039.0,258.375,1077.0,340.0,21.25,38.0,5953.0,0.0,386.0,7.0,82.0,7.0,4.0,20.0,1819.0,113.688,1042.0,106.0,1.0,87.0,754.0,0.0,29,CAR,2019,35.0,21.0
550.0,55.0,192.0,2.0,2.0,2.909,16.0,4129.0,2076.0,2053.0,258.063,993.0,350.0,21.875,38.0,5833.0,0.0,407.0,6.0,110.0,7.0,2.0,19.0,1704.0,106.5,1047.0,120.0,1.0,95.0,752.0,0.0,29,CAR,2020,21.0,22.0
545.0,42.0,193.0,2.0,2.0,4.037,22.0,3947.0,0.0,3947.0,246.688,1080.0,367.0,22.938,40.0,5979.0,0.0,481.0,13.0,109.0,11.0,4.0,18.0,2032.0,127.0,662.0,125.0,1.0,95.0,703.0,0.0,30,JAX,2000,,
534.0,43.0,181.0,10.0,6.0,3.745,20.0,3670.0,0.0,3670.0,229.375,969.0,292.0,18.25,34.0,5270.0,0.0,372.0,13.0,85.0,8.0,3.0,11.0,1600.0,100.0,1091.0,84.0,1.0,97.0,710.0,0.0,30,JAX,2001,,
462.0,30.0,156.0,3.0,1.0,3.896,18.0,3019.0,0.0,3019.0,188.688,959.0,326.0,20.375,38.0,5108.0,0.0,455.0,17.0,105.0,5.0,4.0,19.0,2089.0,130.563,1025.0,90.0,3.0,89.0,685.0,0.0,30,JAX,2002,,
